GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
NLD.8.55_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Someren,NA,NA,Gemeente,Municipality,NA,NL.NB.SR
NLD.8.56_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,SonenBreugel,NA,NA,Gemeente,Municipality,NA,NL.NB.SB
NLD.8.57_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Steenbergen,NA,NA,Gemeente,Municipality,NA,NL.NB.ST
NLD.8.58_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Tilburg,NA,NA,Gemeente,Municipality,NA,NL.NB.TI
NLD.8.59_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Uden,NA,NA,Gemeente,Municipality,NA,NL.NB.UD
NLD.8.60_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Valkenswaard,NA,NA,Gemeente,Municipality,NA,NL.NB.VA
NLD.8.62_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Veldhoven,NA,NA,Gemeente,Municipality,NA,NL.NB.VH
NLD.8.63_2,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Vught,NA,NA,Gemeente,Municipality,NA,NL.NB.VU
NLD.8.64_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Waalre,NA,NA,Gemeente,Municipality,NA,NL.NB.WR
NLD.8.65_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Waalwijk,NA,NA,Gemeente,Municipality,NA,NL.NB.WW
NLD.8.67_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Woensdrecht,NA,NA,Gemeente,Municipality,NA,NL.NB.WD
NLD.8.69_1,NLD,Netherlands,NLD.8_1,Noord-Brabant,NA,Zundert,NA,NA,Gemeente,Municipality,NA,NL.NB.ZU
NLD.9.1_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Aalsmeer,NA,NA,Gemeente,Municipality,NA,NL.NH.AA
NLD.9.66_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Alkmaar,NA,NA,Gemeente,Municipality,NA,NL.NH.AL
NLD.9.3_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Amstelveen,NA,NA,Gemeente,Municipality,NA,NL.NH.AV
NLD.9.4_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Amsterdam,NA,NA,Gemeente,Municipality,NA,NL.NH.AD
NLD.9.7_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Beemster,NA,NA,Gemeente,Municipality,NA,NL.NH.BM
NLD.9.9_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Bergen,NA,NA,Gemeente,Municipality,NA,NL.NH.BG
NLD.9.10_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Beverwijk,NA,NA,Gemeente,Municipality,NA,NL.NH.BV
NLD.9.11_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Blaricum,NA,NA,Gemeente,Municipality,NA,NL.NH.BC
NLD.9.12_2,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Bloemendaal,NA,NA,Gemeente,Municipality,NA,NL.NH.BL
NLD.9.14_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Castricum,NA,NA,Gemeente,Municipality,NA,NL.NH.CA
NLD.9.15_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,DenHelder,NA,NA,Gemeente,Municipality,NA,NL.NH.DH
NLD.9.16_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Diemen,NA,NA,Gemeente,Municipality,NA,NL.NH.DI
NLD.9.67_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Drechterland,NA,NA,Gemeente,Municipality,NA,NA
NLD.9.68_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Edam-Volendam,NA,NA,Gemeente,Municipality,NA,NA
NLD.9.19_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Enkhuizen,NA,NA,Gemeente,Municipality,NA,NL.NH.EN
NLD.9.69_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,GooiseMeren,NA,NA,Gemeente,Municipality,NA,NA
NLD.9.21_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Haarlem,NA,NA,Gemeente,Municipality,NA,NL.NH.HA
NLD.9.23_2,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Haarlemmermeer,NA,NA,Gemeente,Municipality,NA,NL.NH.HM
NLD.9.25_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Heemskerk,NA,NA,Gemeente,Municipality,NA,NL.NH.HK
NLD.9.26_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Heemstede,NA,NA,Gemeente,Municipality,NA,NL.NH.HE
NLD.9.27_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Heerhugowaard,NA,NA,Gemeente,Municipality,NA,NL.NH.HH
NLD.9.28_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Heiloo,NA,NA,Gemeente,Municipality,NA,NL.NH.HL
NLD.9.29_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Hilversum,NA,NA,Gemeente,Municipality,NA,NL.NH.HI
NLD.9.70_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,HollandsKroon,NA,NA,Gemeente,Municipality,NA,NA
NLD.9.30_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Hoorn,NA,NA,Gemeente,Municipality,NA,NL.NH.HO
NLD.9.31_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Huizen,NA,NA,Gemeente,Municipality,NA,NL.NH.HU
NLD.9.71_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Koggenland,NA,NA,Gemeente,Municipality,NA,NA
NLD.9.32_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Landsmeer,NA,NA,Gemeente,Municipality,NA,NL.NH.LM
NLD.9.33_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Langedijk,NA,NA,Gemeente,Municipality,NA,NL.NH.LD
NLD.9.34_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Laren,NA,NA,Gemeente,Municipality,NA,NL.NH.LR
NLD.9.72_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Medemblik,NA,NA,Gemeente,Municipality,NA,NA
NLD.9.41_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Oostzaan,NA,NA,Gemeente,Municipality,NA,NL.NH.OO
NLD.9.42_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Opmeer,NA,NA,Gemeente,Municipality,NA,NL.NH.OP
NLD.9.43_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Ouder-Amstel,NA,NA,Gemeente,Municipality,NA,NL.NH.OA
NLD.9.44_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Purmerend,NA,NA,Gemeente,Municipality,NA,NL.NH.PU
NLD.9.73_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Schagen,NA,NA,Gemeente,Municipality,NA,NA
NLD.9.47_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,StedeBroec,NA,NA,Gemeente,Municipality,NA,NL.NH.SB
NLD.9.48_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Texel,NA,NA,Gemeente,Municipality,NA,NL.NH.TE
NLD.9.49_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Uitgeest,NA,NA,Gemeente,Municipality,NA,NL.NH.UG
NLD.9.50_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Uithoorn,NA,NA,Gemeente,Municipality,NA,NL.NH.UH
NLD.9.51_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Velsen,NA,NA,Gemeente,Municipality,NA,NL.NH.VL
NLD.9.53_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Waterland,NA,NA,Gemeente,Municipality,NA,NL.NH.WA
NLD.9.54_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Weesp,NA,NA,Gemeente,Municipality,NA,NL.NH.WS
NLD.9.59_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Wijdemeren,NA,NA,Gemeente,Municipality,NA,NA
NLD.9.61_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Wormerland,NA,NA,Gemeente,Municipality,NA,NL.NH.WO
NLD.9.62_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Zaanstad,NA,NA,Gemeente,Municipality,NA,NL.NH.ZS
NLD.9.63_1,NLD,Netherlands,NLD.9_1,Noord-Holland,NA,Zandvoort,NA,NA,Gemeente,Municipality,NA,NL.NH.ZD
NLD.10.1_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Almelo,NA,NA,Gemeente,Municipality,NA,NL.OV.AL
NLD.10.3_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Borne,NA,NA,Gemeente,Municipality,NA,NL.OV.BO
NLD.10.4_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Dalfsen,NA,NA,Gemeente,Municipality,NA,NL.OV.DA
NLD.10.5_2,NLD,Netherlands,NLD.10_1,Overijssel,NA,Deventer,NA,NA,Gemeente,Municipality,NA,NL.OV.DV
NLD.10.6_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Dinkelland,Denekamp,NA,Gemeente,Municipality,NA,NL.OV.DN
NLD.10.7_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Enschede,NA,NA,Gemeente,Municipality,NA,NL.OV.EN
NLD.10.8_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Haaksbergen,NA,NA,Gemeente,Municipality,NA,NL.OV.HK
NLD.10.9_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Hardenberg,NA,NA,Gemeente,Municipality,NA,NL.OV.HD
NLD.10.10_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Hellendoorn,NA,NA,Gemeente,Municipality,NA,NL.OV.HL
NLD.10.11_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Hengelo,NA,NA,Gemeente,Municipality,NA,NL.OV.HN
NLD.10.12_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,HofvanTwente,NA,NA,Gemeente,Municipality,NA,NL.OV.HT
NLD.10.13_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Kampen,NA,NA,Gemeente,Municipality,NA,NL.OV.KA
NLD.10.14_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Losser,NA,NA,Gemeente,Municipality,NA,NL.OV.LO
NLD.10.15_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Oldenzaal,NA,NA,Gemeente,Municipality,NA,NL.OV.OZ
NLD.10.16_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Olst-Wijhe,Olst,NA,Gemeente,Municipality,NA,NA
NLD.10.17_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Ommen,NA,NA,Gemeente,Municipality,NA,NL.OV.OM
NLD.10.18_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Raalte,NA,NA,Gemeente,Municipality,NA,NL.OV.RA
NLD.10.19_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Rijssen,NA,NA,Gemeente,Municipality,NA,NL.OV.RI
NLD.10.20_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Staphorst,NA,NA,Gemeente,Municipality,NA,NL.OV.SH
NLD.10.21_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Steenwijkerland,Steenwijk,NA,Gemeente,Municipality,NA,NL.OV.SW
NLD.10.22_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Tubbergen,NA,NA,Gemeente,Municipality,NA,NL.OV.TU
NLD.10.23_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Twenterand,Vriezeveen,NA,Gemeente,Municipality,NA,NL.OV.VR
NLD.10.24_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Wierden,NA,NA,Gemeente,Municipality,NA,NL.OV.WI
NLD.10.25_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Zwartewaterland,NA,NA,Gemeente,Municipality,NA,NL.OV.ZW
NLD.10.26_1,NLD,Netherlands,NLD.10_1,Overijssel,NA,Zwolle,NA,NA,Gemeente,Municipality,NA,NL.OV.ZL
NLD.11.3_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Amersfoort,NA,NA,Gemeente,Municipality,NA,NL.UT.AF
NLD.11.4_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Baarn,NA,NA,Gemeente,Municipality,NA,NL.UT.BA
NLD.11.6_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Bunnik,NA,NA,Gemeente,Municipality,NA,NL.UT.BK
NLD.11.7_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Bunschoten,NA,NA,Gemeente,Municipality,NA,NL.UT.BS
NLD.11.8_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,DeBilt,NA,NA,Gemeente,Municipality,NA,NL.UT.DB
NLD.11.34_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,DeRondeVenen,NA,NA,Gemeente,Municipality,NA,NA
NLD.11.12_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Eemnes,NA,NA,Gemeente,Municipality,NA,NL.UT.EE
NLD.11.13_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Houten,NA,NA,Gemeente,Municipality,NA,NL.UT.HO
NLD.11.14_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,IJsselstein,NA,NA,Gemeente,Municipality,NA,NL.UT.IJ
NLD.11.16_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Leusden,NA,NA,Gemeente,Municipality,NA,NL.UT.LD
NLD.11.18_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Lopik,NA,NA,Gemeente,Municipality,NA,NL.UT.LP
NLD.11.21_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Montfoort,NA,NA,Gemeente,Municipality,NA,NL.UT.MO
NLD.11.22_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Nieuwegein,NA,NA,Gemeente,Municipality,NA,NL.UT.NI
NLD.11.23_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Oudewater,NA,NA,Gemeente,Municipality,NA,NL.UT.OU
NLD.11.24_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Renswoude,NA,NA,Gemeente,Municipality,NA,NL.UT.RE
NLD.11.25_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Rhenen,NA,NA,Gemeente,Municipality,NA,NL.UT.RH
NLD.11.26_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Soest,NA,NA,Gemeente,Municipality,NA,NL.UT.SO
NLD.11.35_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,StichtseVecht,NA,NA,Gemeente,Municipality,NA,NA
NLD.11.27_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Utrecht,NA,NA,Gemeente,Municipality,NA,NL.UT.UT
NLD.11.36_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,UtrechtseHeuvelrug,NA,NA,Gemeente,Municipality,NA,NA
NLD.11.28_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Veenendaal,NA,NA,Gemeente,Municipality,NA,NL.UT.VE
NLD.11.37_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Vijfheerenlanden,NA,NA,Gemeente,Municipality,NA,NA
NLD.11.30_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,WijkbijDuurstede,NA,NA,Gemeente,Municipality,NA,NL.UT.WD
NLD.11.31_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Woerden,NA,NA,Gemeente,Municipality,NA,NL.UT.WR
NLD.11.32_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Woudenberg,NA,NA,Gemeente,Municipality,NA,NL.UT.WB
NLD.11.33_1,NLD,Netherlands,NLD.11_1,Utrecht,NA,Zeist,NA,NA,Gemeente,Municipality,NA,NL.UT.ZE
NLD.12.1_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Borsele,NA,NA,Gemeente,Municipality,NA,NL.ZE.BO
NLD.12.2_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Goes,NA,NA,Gemeente,Municipality,NA,NL.ZE.GO
NLD.12.3_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Hulst,NA,NA,Gemeente,Municipality,NA,NL.ZE.HU
NLD.12.4_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Kapelle,NA,NA,Gemeente,Municipality,NA,NL.ZE.KA
NLD.12.5_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Middelburg,NA,NA,Gemeente,Municipality,NA,NL.ZE.MI
NLD.12.6_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Noord-Beveland,NA,NA,Gemeente,Municipality,NA,NL.ZE.NB
NLD.12.7_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Reimerswaal,NA,NA,Gemeente,Municipality,NA,NL.ZE.RE
NLD.12.8_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Schouwen-Duiveland,NA,NA,Gemeente,Municipality,NA,NL.ZE.SD
NLD.12.9_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Sluis,NA,NA,Gemeente,Municipality,NA,NA
NLD.12.10_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Terneuzen,NA,NA,Gemeente,Municipality,NA,NL.ZE.TE
NLD.12.11_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Tholen,NA,NA,Gemeente,Municipality,NA,NL.ZE.TH
NLD.12.12_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Veere,NA,NA,Gemeente,Municipality,NA,NL.ZE.VE
NLD.12.13_1,NLD,Netherlands,NLD.12_1,Zeeland,NA,Vlissingen,NA,NA,Gemeente,Municipality,NA,NL.ZE.VL
NLD.13.1_1,NLD,Netherlands,NLD.13_1,Zeeuwsemeren,NA,Zeeuwsemeren,NA,NA,Gemeente,Waterbody,NA,NA
NLD.14.2_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,'s-Gravenhage,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.4_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Alblasserdam,NA,NA,Gemeente,Municipality,NA,NL.ZH.AS
NLD.14.5_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Albrandswaard,NA,NA,Gemeente,Municipality,NA,NL.ZH.AW
NLD.14.7_2,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,AlphenaandenRijn,NA,NA,Gemeente,Municipality,NA,NL.ZH.AR
NLD.14.8_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Barendrecht,NA,NA,Gemeente,Municipality,NA,NL.ZH.BA
NLD.14.93_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Bodegraven-Reeuwijk,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.17_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Brielle,NA,NA,Gemeente,Municipality,NA,NL.ZH.BL
NLD.14.18_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,CapelleaandenIJssel,NA,NA,Gemeente,Municipality,NA,NL.ZH.CI
NLD.14.21_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Delft,NA,NA,Gemeente,Municipality,NA,NL.ZH.DE
NLD.14.23_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Dordrecht,NA,NA,Gemeente,Municipality,NA,NL.ZH.DO
NLD.14.94_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Goeree-Overflakkee,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.26_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Gorinchem,NA,NA,Gemeente,Municipality,NA,NL.ZH.GC
NLD.14.27_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Gouda,NA,NA,Gemeente,Municipality,NA,NL.ZH.GO
NLD.14.29_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Hardinxveld-Giessendam,NA,NA,Gemeente,Municipality,NA,NL.ZH.HG
NLD.14.30_2,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Hellevoetsluis,NA,NA,Gemeente,Municipality,NA,NL.ZH.HV
NLD.14.31_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Hendrik-Ido-Ambacht,NA,NA,Gemeente,Municipality,NA,NL.ZH.HI
NLD.14.32_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Hillegom,NA,NA,Gemeente,Municipality,NA,NL.ZH.HL
NLD.14.95_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,HoekscheWaard,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.96_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,KaagenBraassem,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.34_2,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Katwijk,NA,NA,Gemeente,Municipality,NA,NL.ZH.KA
NLD.14.36_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,KrimpenaandenIJssel,NA,NA,Gemeente,Municipality,NA,NL.ZH.KI
NLD.14.97_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Krimpenerwaard,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.98_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Lansingerland,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.38_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Leiden,NA,NA,Gemeente,Municipality,NA,NL.ZH.LD
NLD.14.39_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Leiderdorp,NA,NA,Gemeente,Municipality,NA,NL.ZH.LP
NLD.14.40_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Leidschendam-Voorburg,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.43_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Lisse,NA,NA,Gemeente,Municipality,NA,NL.ZH.LS
NLD.14.45_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Maassluis,NA,NA,Gemeente,Municipality,NA,NL.ZH.MS
NLD.14.99_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Midden-Delfland,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.100_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Molenlanden,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.53_2,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Nieuwkoop,NA,NA,Gemeente,Municipality,NA,NL.ZH.NK
NLD.14.101_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Nissewaard,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.54_2,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Noordwijk,NA,NA,Gemeente,Municipality,NA,NL.ZH.NW
NLD.14.56_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Oegstgeest,NA,NA,Gemeente,Municipality,NA,NL.ZH.OE
NLD.14.60_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Papendrecht,NA,NA,Gemeente,Municipality,NA,NL.ZH.PA
NLD.14.61_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Pijnacker-Nootdorp,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.63_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Ridderkerk,NA,NA,Gemeente,Municipality,NA,NL.ZH.RK
NLD.14.66_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Rijswijk,NA,NA,Gemeente,Municipality,NA,NL.ZH.RJ
NLD.14.67_2,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Rotterdam,NA,NA,Gemeente,Municipality,NA,NL.ZH.RT
NLD.14.70_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Schiedam,NA,NA,Gemeente,Municipality,NA,NL.ZH.SM
NLD.14.73_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Sliedrecht,NA,NA,Gemeente,Municipality,NA,NL.ZH.SL
NLD.14.102_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Teylingen,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.78_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Vlaardingen,NA,NA,Gemeente,Municipality,NA,NL.ZH.VD
NLD.14.81_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Voorschoten,NA,NA,Gemeente,Municipality,NA,NL.ZH.VS
NLD.14.82_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Waddinxveen,NA,NA,Gemeente,Municipality,NA,NL.ZH.WX
NLD.14.84_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Wassenaar,NA,NA,Gemeente,Municipality,NA,NL.ZH.WS
NLD.14.103_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Westland,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.86_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Westvoorne,NA,NA,Gemeente,Municipality,NA,NL.ZH.WE
NLD.14.89_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Zoetermeer,NA,NA,Gemeente,Municipality,NA,NL.ZH.ZR
NLD.14.90_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Zoeterwoude,NA,NA,Gemeente,Municipality,NA,NL.ZH.ZD
NLD.14.104_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Zuidplas,NA,NA,Gemeente,Municipality,NA,NA
NLD.14.91_1,NLD,Netherlands,NLD.14_1,Zuid-Holland,NA,Zwijndrecht,NA,NA,Gemeente,Municipality,NA,NL.ZH.ZW
NLD.14.1_1,NLD,Netherlands,NLD.14_1,ZuidHollandseMeren,NA,ZuidHollandseMeren,NA,NA,Gemeente,Waterbody,NA,NA
